region_name,year,country,planted_ha,harvested_ha,production_ton,yield_ton_ha,data_source
Lao Cai,2009,VNM,29600.0,29600.0,92600.0,3.1284,GSO
Long An,2009,VNM,4000.0,4000.0,19500.0,4.875,GSO
Nam Dinh,2009,VNM,4400.0,4400.0,17900.0,4.0682,GSO
Nghe An,2009,VNM,54000.0,54000.0,186000.0,3.4444,GSO
Ninh Binh,2009,VNM,6000.0,6000.0,19100.0,3.1833,GSO
Ninh Thuan,2009,VNM,15200.0,15200.0,51900.0,3.4145,GSO
Phu Tho,2009,VNM,16400.0,16400.0,63400.0,3.8659,GSO
Phu Yen,2009,VNM,6600.0,6600.0,15300.0,2.3182,GSO
Quang Binh,2009,VNM,4600.0,4600.0,21100.0,4.587,GSO
Quang Nam,2009,VNM,12500.0,12500.0,50100.0,4.008,GSO
Quang Ngai,2009,VNM,10800.0,10800.0,50200.0,4.6481,GSO
Quang Ninh,2009,VNM,6300.0,6300.0,22600.0,3.5873,GSO
Quang Tri,2009,VNM,3300.0,3300.0,7600.0,2.303,GSO
Soc Trang,2009,VNM,3900.0,3900.0,14900.0,3.8205,GSO
Son La,2009,VNM,132100.0,132100.0,514200.0,3.8925,GSO
Tay Ninh,2009,VNM,7300.0,7300.0,35800.0,4.9041,GSO
Thai Binh,2009,VNM,8500.0,8500.0,44900.0,5.2824,GSO
Thai Nguyen,2009,VNM,17400.0,17400.0,68000.0,3.908,GSO
Thanh Hoa,2009,VNM,53700.0,53700.0,207800.0,3.8696,GSO
Thua Thien-Hue,2009,VNM,1600.0,1600.0,5700.0,3.5625,GSO
Tien Giang,2009,VNM,4700.0,4700.0,15600.0,3.3191,GSO
Tra Vinh,2009,VNM,5600.0,5600.0,26000.0,4.6429,GSO
Tuyen Quang,2009,VNM,14800.0,14800.0,62700.0,4.2365,GSO
Vinh Long,2009,VNM,1200.0,1200.0,2500.0,2.0833,GSO
Vinh Phuc,2009,VNM,7900.0,7900.0,26400.0,3.3418,GSO
Yen Bai,2009,VNM,18500.0,18500.0,49400.0,2.6703,GSO
An Giang,2010,VNM,9800.0,9800.0,68400.0,6.9796,GSO
Ba Ria - Vung Tau,2010,VNM,18100.0,18100.0,77600.0,4.2873,GSO
Bac Giang,2010,VNM,12300.0,12300.0,44900.0,3.6504,GSO
Bac Kan,2010,VNM,15900.0,15900.0,57300.0,3.6038,GSO
Bac Lieu,2010,VNM,100.0,100.0,700.0,7.0,GSO
Bac Ninh,2010,VNM,2600.0,2600.0,10700.0,4.1154,GSO
Ben Tre,2010,VNM,900.0,900.0,3500.0,3.8889,GSO
Binh Dinh,2010,VNM,7800.0,7800.0,40400.0,5.1795,GSO
Binh Duong,2010,VNM,500.0,500.0,1200.0,2.4,GSO
Binh Phuoc,2010,VNM,6700.0,6700.0,21000.0,3.1343,GSO
Binh Thuan,2010,VNM,18700.0,18700.0,109600.0,5.861,GSO
Ca Mau,2010,VNM,300.0,300.0,1000.0,3.3333,GSO
Can Tho,2010,VNM,1000.0,1000.0,5000.0,5.0,GSO
Cao Bang,2010,VNM,38500.0,38500.0,116200.0,3.0182,GSO
Da Nang,2010,VNM,800.0,800.0,4700.0,5.875,GSO
Dak Lak,2010,VNM,115700.0,115700.0,618100.0,5.3423,GSO
Dak Nong,2010,VNM,40000.0,40000.0,247800.0,6.195,GSO
Dien Bien,2010,VNM,29100.0,29100.0,67400.0,2.3162,GSO
Dong Nai,2010,VNM,47700.0,47700.0,282000.0,5.9119,GSO
Dong Thap,2010,VNM,3700.0,3700.0,25000.0,6.7568,GSO
Gia Lai,2010,VNM,56900.0,56900.0,218700.0,3.8436,GSO
Ha Giang,2010,VNM,47600.0,47600.0,136300.0,2.8634,GSO
Ha Nam,2010,VNM,8500.0,8500.0,41800.0,4.9176,GSO
Ha Noi,2010,VNM,25000.0,25000.0,112400.0,4.496,GSO
Ha Noi,2010,VNM,25000.0,25000.0,112400.0,4.496,GSO
Ha Tinh,2010,VNM,8100.0,8100.0,27800.0,3.4321,GSO
Hai Duong,2010,VNM,4700.0,4700.0,22400.0,4.766,GSO
Hai Phong,2010,VNM,2600.0,2600.0,13700.0,5.2692,GSO
Hau Giang,2010,VNM,1800.0,1800.0,8300.0,4.6111,GSO
Ho Chi Minh City,2010,VNM,900.0,900.0,3100.0,3.4444,GSO
Hoa Binh,2010,VNM,35900.0,35900.0,146000.0,4.0669,GSO
Hung Yen,2010,VNM,8600.0,8600.0,48700.0,5.6628,GSO
Khanh Hoa,2010,VNM,6000.0,6000.0,12100.0,2.0167,GSO
Kon Tum,2010,VNM,8000.0,8000.0,28400.0,3.55,GSO
Lai Chau,2010,VNM,19400.0,19400.0,50100.0,2.5825,GSO
Lam Dong,2010,VNM,16200.0,16200.0,71200.0,4.3951,GSO
Lang Son,2010,VNM,20200.0,20200.0,97200.0,4.8119,GSO
Lao Cai,2010,VNM,31100.0,31100.0,101600.0,3.2669,GSO
Long An,2010,VNM,5200.0,5200.0,28500.0,5.4808,GSO
Nam Dinh,2010,VNM,4900.0,4900.0,20500.0,4.1837,GSO
Nghe An,2010,VNM,62900.0,62900.0,234600.0,3.7297,GSO
Ninh Binh,2010,VNM,7100.0,7100.0,23100.0,3.2535,GSO
Ninh Thuan,2010,VNM,14500.0,14500.0,46600.0,3.2138,GSO
Phu Tho,2010,VNM,20700.0,20700.0,90400.0,4.3671,GSO
Phu Yen,2010,VNM,6900.0,6900.0,17200.0,2.4928,GSO
Quang Binh,2010,VNM,4500.0,4500.0,19100.0,4.2444,GSO
Quang Nam,2010,VNM,13100.0,13100.0,55700.0,4.2519,GSO
Quang Ngai,2010,VNM,10300.0,10300.0,51800.0,5.0291,GSO
Quang Ninh,2010,VNM,6600.0,6600.0,24000.0,3.6364,GSO
Quang Tri,2010,VNM,3600.0,3600.0,8300.0,2.3056,GSO
Soc Trang,2010,VNM,3700.0,3700.0,14300.0,3.8649,GSO
Son La,2010,VNM,132700.0,132700.0,417400.0,3.1454,GSO
Tay Ninh,2010,VNM,5900.0,5900.0,30000.0,5.0847,GSO
Thai Binh,2010,VNM,9200.0,9200.0,49300.0,5.3587,GSO
Thai Nguyen,2010,VNM,17900.0,17900.0,75200.0,4.2011,GSO
Thanh Hoa,2010,VNM,54400.0,54400.0,215900.0,3.9688,GSO
Thua Thien-Hue,2010,VNM,1600.0,1600.0,6000.0,3.75,GSO
Tien Giang,2010,VNM,4700.0,4700.0,15700.0,3.3404,GSO
Tra Vinh,2010,VNM,5200.0,5200.0,27000.0,5.1923,GSO
Tuyen Quang,2010,VNM,16700.0,16700.0,70700.0,4.2335,GSO
Vinh Long,2010,VNM,1300.0,1300.0,2800.0,2.1538,GSO
Vinh Phuc,2010,VNM,17800.0,17800.0,74400.0,4.1798,GSO
Yen Bai,2010,VNM,22600.0,22600.0,64700.0,2.8628,GSO
An Giang,2011,VNM,10400.0,10400.0,76800.0,7.3846,GSO
Ba Ria - Vung Tau,2011,VNM,17200.0,17200.0,75100.0,4.3663,GSO
Bac Giang,2011,VNM,10800.0,10800.0,40700.0,3.7685,GSO
Bac Kan,2011,VNM,16900.0,16900.0,64700.0,3.8284,GSO
Bac Lieu,2011,VNM,100.0,100.0,700.0,7.0,GSO
Bac Ninh,2011,VNM,2800.0,2800.0,12500.0,4.4643,GSO
Ben Tre,2011,VNM,1000.0,1000.0,3900.0,3.9,GSO
Binh Dinh,2011,VNM,8000.0,8000.0,43700.0,5.4625,GSO
Binh Duong,2011,VNM,500.0,500.0,1000.0,2.0,GSO
Binh Phuoc,2011,VNM,5300.0,5300.0,16700.0,3.1509,GSO
Binh Thuan,2011,VNM,17500.0,17500.0,104200.0,5.9543,GSO
Ca Mau,2011,VNM,600.0,600.0,2000.0,3.3333,GSO
Can Tho,2011,VNM,1100.0,1100.0,5500.0,5.0,GSO
Cao Bang,2011,VNM,39000.0,39000.0,124800.0,3.2,GSO
Da Nang,2011,VNM,800.0,800.0,4400.0,5.5,GSO
